model_id,downloads,tasks,parameters,tags,created_at,license,datasets,model_name,metrics,base_model,languages
Alibaba-NLP/gte-multilingual-base,1479827,sentence-similarity,305369089.0,"['sentence-transformers', 'safetensors', 'new', 'feature-extraction', 'mteb', 'transformers', 'multilingual', 'sentence-similarity', 'custom_code', 'af', 'ar', 'az', 'be', 'bg', 'bn', 'ca', 'ceb', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'gl', 'gu', 'he', 'hi', 'hr', 'ht', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ky', 'lo', 'lt', 'lv', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'pa', 'pl', 'pt', 'qu', 'ro', 'ru', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'uk', 'ur', 'vi', 'yo', 'zh', 'arxiv:2407.19669', 'arxiv:2210.09984', 'arxiv:2402.03216', 'arxiv:2007.15207', 'arxiv:2104.08663', 'arxiv:2402.07440', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2024-07-20 08:37:28+00:00,apache-2.0,,gte-multilingual-base (dense),,,"['af', 'ar', 'az', 'be', 'bg', 'bn', 'ca', 'ceb', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'gl', 'gu', 'he', 'hi', 'hr', 'ht', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ky', 'lo', 'lt', 'lv', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'pa', 'pl', 'pt', 'qu', 'ro', 'ru', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'uk', 'ur', 'vi', 'yo', 'zh']"
sentence-transformers/all-roberta-large-v1,1188791,sentence-similarity,355360258.0,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'roberta', 'fill-mask', 'feature-extraction', 'sentence-similarity', 'transformers', 'en', 'arxiv:1904.06472', 'arxiv:2102.07033', 'arxiv:2104.08727', 'arxiv:1704.05179', 'arxiv:1810.09305', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,,,,en
nomic-ai/nomic-embed-text-v1,1177068,sentence-similarity,136731648.0,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'nomic_bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'en', 'arxiv:2402.01613', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2024-01-31 20:26:50+00:00,apache-2.0,,epoch_0_model,,,['en']
sentence-transformers/distiluse-base-multilingual-cased-v1,1129326,sentence-similarity,134734080.0,"['sentence-transformers', 'pytorch', 'tf', 'onnx', 'safetensors', 'openvino', 'distilbert', 'feature-extraction', 'sentence-similarity', 'multilingual', 'ar', 'zh', 'nl', 'en', 'fr', 'de', 'it', 'ko', 'pl', 'pt', 'ru', 'es', 'tr', 'arxiv:1908.10084', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,,,,"['multilingual', 'ar', 'zh', 'nl', 'en', 'fr', 'de', 'it', 'ko', 'pl', 'pt', 'ru', 'es', 'tr']"
sentence-transformers/stsb-xlm-r-multilingual,1121296,sentence-similarity,278044162.0,"['sentence-transformers', 'pytorch', 'tf', 'onnx', 'safetensors', 'openvino', 'xlm-roberta', 'feature-extraction', 'sentence-similarity', 'transformers', 'arxiv:1908.10084', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,,,,
facebook/bart-large-cnn,8093051,summarization,406290432.0,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'safetensors', 'bart', 'text2text-generation', 'summarization', 'en', 'dataset:cnn_dailymail', 'arxiv:1910.13461', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,['cnn_dailymail'],facebook/bart-large-cnn,,,['en']
google-t5/t5-small,5785092,translation,60506880.0,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'onnx', 'safetensors', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'multilingual', 'dataset:c4', 'arxiv:1805.12471', 'arxiv:1708.00055', 'arxiv:1704.05426', 'arxiv:1606.05250', 'arxiv:1808.09121', 'arxiv:1810.12885', 'arxiv:1905.10044', 'arxiv:1910.09700', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,['c4'],,,,"['en', 'fr', 'ro', 'de', 'multilingual']"
google-t5/t5-base,4037138,translation,222903936.0,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'safetensors', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'dataset:c4', 'arxiv:1805.12471', 'arxiv:1708.00055', 'arxiv:1704.05426', 'arxiv:1606.05250', 'arxiv:1808.09121', 'arxiv:1810.12885', 'arxiv:1905.10044', 'arxiv:1910.09700', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,['c4'],,,,"['en', 'fr', 'ro', 'de']"
google-t5/t5-11b,1629434,translation,11000000000.0,"['transformers', 'pytorch', 'tf', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'multilingual', 'dataset:c4', 'arxiv:1805.12471', 'arxiv:1708.00055', 'arxiv:1704.05426', 'arxiv:1606.05250', 'arxiv:1808.09121', 'arxiv:1810.12885', 'arxiv:1905.10044', 'arxiv:1910.09700', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,['c4'],,,,"['en', 'fr', 'ro', 'de', 'multilingual']"
sshleifer/distilbart-cnn-12-6,1112887,summarization,,"['transformers', 'pytorch', 'jax', 'rust', 'bart', 'text2text-generation', 'summarization', 'en', 'dataset:cnn_dailymail', 'dataset:xsum', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,"['cnn_dailymail', 'xsum']",,,,en
google-t5/t5-large,1072050,translation,737668608.0,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'multilingual', 'dataset:c4', 'arxiv:1805.12471', 'arxiv:1708.00055', 'arxiv:1704.05426', 'arxiv:1606.05250', 'arxiv:1808.09121', 'arxiv:1810.12885', 'arxiv:1905.10044', 'arxiv:1910.09700', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,['c4'],,,,"['en', 'fr', 'ro', 'de', 'multilingual']"
google-t5/t5-3b,691845,translation,2851599360.0,"['transformers', 'pytorch', 'tf', 'safetensors', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'multilingual', 'dataset:c4', 'arxiv:1805.12471', 'arxiv:1708.00055', 'arxiv:1704.05426', 'arxiv:1606.05250', 'arxiv:1808.09121', 'arxiv:1810.12885', 'arxiv:1905.10044', 'arxiv:1910.09700', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,['c4'],,,,"['en', 'fr', 'ro', 'de', 'multilingual']"
eenzeenee/t5-base-korean-summarization,468377,summarization,275579136.0,"['transformers', 'pytorch', 'safetensors', 't5', 'text2text-generation', 'T5', 'summarization', 'ko', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2023-01-14 13:28:32+00:00,,,,,,['ko']
google/pegasus-xsum,258442,summarization,,"['transformers', 'pytorch', 'tf', 'jax', 'pegasus', 'text2text-generation', 'summarization', 'en', 'arxiv:1912.08777', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,google/pegasus-xsum,,,en
pszemraj/long-t5-tglobal-base-sci-simplify,242027,summarization,247587456.0,"['transformers', 'pytorch', 'onnx', 'safetensors', 'longt5', 'text2text-generation', 'lay summaries', 'paper summaries', 'biology', 'medical', 'summarization', 'en', 'dataset:pszemraj/scientific_lay_summarisation-plos-norm', 'base_model:google/long-t5-tglobal-base', 'base_model:quantized:google/long-t5-tglobal-base', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2023-04-06 23:40:30+00:00,apache-2.0,['pszemraj/scientific_lay_summarisation-plos-norm'],,,google/long-t5-tglobal-base,['en']
philschmid/bart-large-cnn-samsum,176364,summarization,,"['transformers', 'pytorch', 'bart', 'text2text-generation', 'sagemaker', 'summarization', 'en', 'dataset:samsum', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,['samsum'],bart-large-cnn-samsum,,,en
Falconsai/text_summarization,94098,summarization,60506624.0,"['transformers', 'pytorch', 'coreml', 'onnx', 'safetensors', 't5', 'text2text-generation', 'summarization', 'en', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2023-10-21 00:53:53+00:00,apache-2.0,,,,,['en']
cointegrated/rut5-base-absum,90486,summarization,244309248.0,"['transformers', 'pytorch', 'safetensors', 't5', 'text2text-generation', 'russian', 'summarization', 'ru', 'dataset:IlyaGusev/gazeta', 'dataset:csebuetnlp/xlsum', 'dataset:mlsum', 'dataset:wiki_lingua', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,"['IlyaGusev/gazeta', 'csebuetnlp/xlsum', 'mlsum', 'wiki_lingua']",,,,['ru']
csebuetnlp/mT5_multilingual_XLSum,90463,summarization,,"['transformers', 'pytorch', 'mt5', 'text2text-generation', 'summarization', 'mT5', 'am', 'ar', 'az', 'bn', 'my', 'zh', 'en', 'fr', 'gu', 'ha', 'hi', 'ig', 'id', 'ja', 'rn', 'ko', 'ky', 'mr', 'ne', 'om', 'ps', 'fa', 'pcm', 'pt', 'pa', 'ru', 'gd', 'sr', 'si', 'so', 'es', 'sw', 'ta', 'te', 'th', 'ti', 'tr', 'uk', 'ur', 'uz', 'vi', 'cy', 'yo', 'dataset:csebuetnlp/xlsum', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,['csebuetnlp/xlsum'],csebuetnlp/mT5_multilingual_XLSum,,,"['am', 'ar', 'az', 'bn', 'my', 'zh', 'en', 'fr', 'gu', 'ha', 'hi', 'ig', 'id', 'ja', 'rn', 'ko', 'ky', 'mr', 'ne', 'om', 'ps', 'fa', 'pcm', 'pt', 'pa', 'ru', 'gd', 'sr', 'si', 'so', 'es', 'sw', 'ta', 'te', 'th', 'ti', 'tr', 'uk', 'ur', 'uz', 'vi', 'cy', 'yo']"
google/pegasus-large,56414,summarization,,"['transformers', 'pytorch', 'tf', 'jax', 'pegasus', 'text2text-generation', 'summarization', 'en', 'arxiv:1912.08777', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,en
sshleifer/distilbart-cnn-6-6,47657,summarization,,"['transformers', 'pytorch', 'jax', 'rust', 'bart', 'text2text-generation', 'summarization', 'en', 'dataset:cnn_dailymail', 'dataset:xsum', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,"['cnn_dailymail', 'xsum']",,,,en
optimum/t5-small,43487,translation,,"['transformers', 'onnx', 't5', 'text2text-generation', 'summarization', 'translation', 'en', 'fr', 'ro', 'de', 'multilingual', 'dataset:c4', 'arxiv:1910.10683', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-06-20 14:47:38+00:00,apache-2.0,['c4'],,,,"['en', 'fr', 'ro', 'de', 'multilingual']"
suriya7/bart-finetuned-text-summarization,33941,summarization,406340696.0,"['transformers', 'safetensors', 'bart', 'text2text-generation', 'summarization', 'en', 'dataset:EdinburghNLP/xsum', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-03-17 17:46:05+00:00,mit,['EdinburghNLP/xsum'],,,,['en']
utrobinmv/t5_summary_en_ru_zh_base_2048,24706,summarization,298222848.0,"['transformers', 'safetensors', 't5', 'text2text-generation', 'summarization', 'en', 'ru', 'zh', 'base_model:utrobinmv/t5_translate_en_ru_zh_base_200', 'base_model:finetune:utrobinmv/t5_translate_en_ru_zh_base_200', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2024-02-21 14:39:22+00:00,apache-2.0,,,,['utrobinmv/t5_translate_en_ru_zh_base_200'],"['en', 'ru', 'zh']"
knkarthick/MEETING_SUMMARY,23469,summarization,406340696.0,"['transformers', 'pytorch', 'tf', 'safetensors', 'bart', 'text2text-generation', 'seq2seq', 'summarization', 'en', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,MEETING_SUMMARY,['rouge'],,en
cnicu/t5-small-booksum,21201,summarization,,"['transformers', 'pytorch', 't5', 'text2text-generation', 'summarization', 'summary', 'dataset:kmfoda/booksum', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,['kmfoda/booksum'],,,,
google/pegasus-cnn_dailymail,19952,summarization,,"['transformers', 'pytorch', 'rust', 'pegasus', 'text2text-generation', 'summarization', 'en', 'arxiv:1912.08777', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,en
facebook/bart-large-xsum,18849,summarization,,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'bart', 'text2text-generation', 'summarization', 'en', 'arxiv:1910.13461', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,,facebook/bart-large-xsum,,,['en']
lidiya/bart-large-xsum-samsum,14738,summarization,406340696.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'seq2seq', 'summarization', 'en', 'dataset:samsum', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['samsum'],bart-large-xsum-samsum,,,en
RussianNLP/FRED-T5-Summarizer,12127,summarization,1740354048.0,"['transformers', 'safetensors', 't5', 'text2text-generation', 'summarization', 'ru', 'license:mit', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2024-04-02 08:04:16+00:00,mit,,,,,['ru']
IlyaGusev/rut5_base_headline_gen_telegram,11068,summarization,,"['transformers', 'pytorch', 't5', 'text2text-generation', 'summarization', 'ru', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,,,,,['ru']
IlyaGusev/mbart_ru_sum_gazeta,10645,summarization,867129515.0,"['transformers', 'pytorch', 'safetensors', 'mbart', 'text2text-generation', 'summarization', 'ru', 'dataset:IlyaGusev/gazeta', 'arxiv:2006.11063', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:04+00:00,apache-2.0,['IlyaGusev/gazeta'],,,,['ru']
EbanLee/kobart-summary-v3,9655,summarization,123889968.0,"['transformers', 'safetensors', 'bart', 'text2text-generation', 'summarization', 'ko', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-03-21 01:39:02+00:00,,,,['rouge'],,['ko']
cahya/t5-base-indonesian-summarization-cased,9364,summarization,,"['transformers', 'pytorch', 'tf', 'jax', 't5', 'text2text-generation', 'pipeline:summarization', 'summarization', 'id', 'dataset:id_liputan6', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,['id_liputan6'],,,,id
kriton/greek-text-summarization,8698,summarization,,"['transformers', 'pytorch', 'mt5', 'text2text-generation', 'summarization', 'el', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-09-17 17:43:13+00:00,apache-2.0,,,,,el
google/tapas-large-finetuned-wtq,129997,table-question-answering,336734212.0,"['transformers', 'pytorch', 'tf', 'safetensors', 'tapas', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1508.00305', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikitablequestions'],,,,en
google/tapas-base-finetuned-wtq,21992,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1508.00305', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikitablequestions'],,,,en
microsoft/tapex-large-finetuned-wtq,7582,table-question-answering,406341721.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-10 05:06:08+00:00,mit,['wikitablequestions'],,,,en
microsoft/tapex-base-finetuned-wtq,7394,table-question-answering,139470681.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-30 01:25:28+00:00,mit,['wikitablequestions'],,,,en
google/tapas-tiny-finetuned-wtq,7159,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wtq', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1508.00305', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wtq'],,,,en
google/tapas-tiny-finetuned-sqa,6819,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:msr_sqa', 'arxiv:2004.02349', 'arxiv:2010.00571', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['msr_sqa'],,,,en
microsoft/tapex-large-sql-execution,6579,table-question-answering,406341721.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-10 05:21:42+00:00,mit,,,,,en
microsoft/tapex-base-finetuned-wikisql,4482,table-question-answering,,"['transformers', 'pytorch', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'dataset:wikisql', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,['wikisql'],,,,en
microsoft/tapex-large-finetuned-wikisql,3817,table-question-answering,406341721.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'dataset:wikisql', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-08 06:41:10+00:00,mit,['wikisql'],,,,en
lysandre/tiny-tapas-random-wtq,2194,table-question-answering,,"['transformers', 'pytorch', 'tapas', 'table-question-answering', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,
google/tapas-base-finetuned-sqa,1930,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:msr_sqa', 'arxiv:2004.02349', 'arxiv:2010.00571', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['msr_sqa'],,,,en
lysandre/tiny-tapas-random-sqa,1929,table-question-answering,,"['transformers', 'pytorch', 'tapas', 'table-question-answering', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,
google/tapas-base-finetuned-wikisql-supervised,1386,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikisql', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1709.00103', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikisql'],,,,en
google/tapas-medium-finetuned-wikisql-supervised,1103,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikisql', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1709.00103', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikisql'],,,,en
microsoft/tapex-large-finetuned-tabfact,923,table-question-answering,,"['transformers', 'pytorch', 'bart', 'text-classification', 'tapex', 'table-question-answering', 'en', 'dataset:tab_fact', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,['tab_fact'],,,,en
google/tapas-large-finetuned-wikisql-supervised,914,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikisql', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1709.00103', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikisql'],,,,en
google/tapas-small-finetuned-wikisql-supervised,794,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikisql', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1709.00103', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikisql'],,,,en
google/tapas-small-finetuned-sqa,653,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:msr_sqa', 'arxiv:2004.02349', 'arxiv:2010.00571', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['msr_sqa'],,,,en
microsoft/tapex-base,634,table-question-answering,139420416.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,mit,,,,,en
QuantFactory/TableLLM-13b-GGUF,615,table-question-answering,,"['transformers', 'gguf', 'table-question-answering', 'arxiv:2403.19318', 'license:llama2', 'endpoints_compatible', 'region:us']",2024-10-21 08:46:45+00:00,llama2,,,,TableLLM-13b,
google/tapas-small-finetuned-wtq,614,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1508.00305', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikitablequestions'],,,,en
google/tapas-mini-finetuned-wtq,564,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1508.00305', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikitablequestions'],,,,en
google/tapas-medium-finetuned-wtq,507,table-question-answering,,"['transformers', 'pytorch', 'tf', 'tapas', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2004.02349', 'arxiv:2010.00571', 'arxiv:1508.00305', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wikitablequestions'],,,,en
microsoft/tapex-large,338,table-question-answering,406341721.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'arxiv:2107.07653', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-03-10 04:55:54+00:00,mit,,,,,en
vaishali/multitabqa-base,198,table-question-answering,139470681.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'multitabqa', 'multi-table-question-answering', 'table-question-answering', 'en', 'dataset:vaishali/spider-tableQA', 'arxiv:2305.12820', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2023-07-05 16:49:51+00:00,mit,['vaishali/spider-tableQA'],,,,en
vaishali/multitabqa-base-geoquery,154,table-question-answering,139470681.0,"['transformers', 'pytorch', 'safetensors', 'bart', 'text2text-generation', 'multitabqa', 'multi-table-question-answering', 'table-question-answering', 'en', 'dataset:vaishali/geoQuery-tableQA', 'arxiv:2305.12820', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2023-07-18 15:11:24+00:00,mit,['vaishali/geoQuery-tableQA'],,,,en
neulab/omnitab-large-finetuned-wtq,128,table-question-answering,,"['transformers', 'pytorch', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2207.03637', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-10-26 00:56:04+00:00,,['wikitablequestions'],,,,en
neulab/omnitab-large,99,table-question-answering,,"['transformers', 'pytorch', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'dataset:wikitablequestions', 'arxiv:2207.03637', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2022-11-23 20:33:49+00:00,,['wikitablequestions'],,,,en
nielsr/tapex-large-finetuned-wtq,91,table-question-answering,,"['transformers', 'pytorch', 'bart', 'text2text-generation', 'tapex', 'table-question-answering', 'en', 'dataset:wtq', 'arxiv:2107.07653', 'license:apache-2.0', 'autotrain_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,['wtq'],,,,en
Meena/table-question-answering-tapas,90,table-question-answering,,"['transformers', 'pytorch', 'tapas', 'table-question-answering', 'en', 'dataset:sqa', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-04-25 08:26:20+00:00,apache-2.0,['sqa'],,['bleu'],,['en']
Prior-Labs/TabPFN-v2-clf,16053,tabular-classification,,"['tabpfn', 'tabular-classification', 'region:us']",2025-01-02 14:28:38+00:00,,,,,,
autogluon/tabpfn-mix-1.0-classifier,8456,tabular-classification,38952458.0,"['safetensors', 'tabular-classification', 'arxiv:2003.06505', 'arxiv:2207.01848', 'arxiv:2405.13396', 'license:apache-2.0', 'region:us']",2024-11-22 22:32:14+00:00,apache-2.0,,,,,
Genereux-akotenou/genomics-tf-prediction,3155,tabular-classification,,"['keras', 'biology', 'tabular-classification', 'region:us']",2024-10-19 15:58:51+00:00,,,,['accuracy'],,
